id1,id2,id4,id5,v2
7,386,id2,id386,88.663746
8,387,id8,id387,11.458331
4,388,id5,id388,10.42561
6,389,id2,id389,87.689683
7,390,id9,id390,20.795375
6,391,id10,id391,87.434865
10,392,id6,id392,95.70083
7,393,id6,id393,82.949239
4,394,id4,id394,15.713657
7,395,id3,id395,99.125077
7,396,id3,id396,35.524687
2,397,id6,id397,27.288191
1,398,id8,id398,37.385053
7,399,id1,id399,95.866896
10,400,id7,id400,52.950378
6,401,id3,id401,36.484479
1,402,id7,id402,17.443943
5,403,id2,id403,37.218209
2,404,id5,id404,44.941692
6,405,id7,id405,51.207394
6,406,id4,id406,26.724692
8,407,id4,id407,54.570997
4,408,id5,id408,12.060784
1,409,id1,id409,30.267333
10,410,id8,id410,61.045968
6,411,id7,id411,40.631985
4,412,id5,id412,38.277218
7,413,id5,id413,33.161538
7,414,id5,id414,67.905183
1,415,id8,id415,38.939115
7,416,id3,id416,47.1829
3,417,id1,id417,25.970083
8,418,id2,id418,40.234771
6,419,id9,id419,87.881133
4,420,id6,id420,91.32093
6,421,id5,id421,65.951624
1,422,id2,id422,90.468292
6,423,id2,id423,74.899226
2,424,id10,id424,76.580868
2,425,id3,id425,44.645581
10,426,id7,id426,71.49751
9,427,id1,id427,34.603004
8,428,id5,id428,8.652202
2,429,id1,id429,63.608087
3,430,id3,id430,68.602347
8,431,id4,id431,86.048809
5,432,id1,id432,96.06128
5,433,id6,id433,88.698516
2,434,id3,id434,84.946322
9,435,id6,id435,70.280224
3,436,id4,id436,68.285739
9,437,id8,id437,70.454872
6,438,id3,id438,75.191701
9,439,id10,id439,38.12231
9,440,id9,id440,30.439094
3,441,id7,id441,38.310811
7,442,id9,id442,72.262993
10,443,id5,id443,16.502877
4,444,id1,id444,26.763692
5,445,id8,id445,8.550753
8,446,id7,id446,43.554075
9,447,id8,id447,42.746075
5,448,id8,id448,94.262235
6,449,id1,id449,86.274506
9,450,id10,id450,63.543207
6,451,id4,id451,27.499714
9,452,id9,id452,64.103976
8,453,id2,id453,22.049991
3,454,id10,id454,45.31431
9,455,id6,id455,13.150395
10,456,id2,id456,70.827509
9,457,id2,id457,73.769233
6,458,id1,id458,62.749062
2,459,id3,id459,56.464574
6,460,id4,id460,33.94052
6,461,id6,id461,58.056202
7,462,id9,id462,43.913135
1,463,id7,id463,82.243685
10,464,id8,id464,78.707511
4,465,id6,id465,49.126214
3,466,id10,id466,48.117836
4,467,id8,id467,57.858842
6,468,id8,id468,32.118638
5,469,id1,id469,94.027832
1,470,id2,id470,52.316042
3,471,id6,id471,20.366612
1,472,id6,id472,9.740733
1,473,id6,id473,79.927344
3,474,id8,id474,26.250957
6,475,id7,id475,38.211146
10,476,id2,id476,26.755487
6,477,id10,id477,53.983444
8,478,id7,id478,39.284452
5,479,id2,id479,88.833354
2,480,id1,id480,29.169492
8,481,id3,id481,93.194268
2,482,id1,id482,92.334551
3,483,id5,id483,59.931602
3,484,id10,id484,44.168244
10,485,id7,id485,28.928632
8,486,id9,id486,53.928686
4,487,id9,id487,18.025931
4,488,id2,id488,22.990821
4,489,id6,id489,76.603943
8,490,id3,id490,54.534664
10,491,id9,id491,31.559274
2,492,id7,id492,30.976857
9,493,id3,id493,40.061792
7,494,id8,id494,10.287039
2,495,id4,id495,56.948596
5,496,id5,id496,86.478764
1,497,id9,id497,36.248246
6,498,id6,id498,71.68321
8,499,id7,id499,26.541844
4,500,id8,id500,93.978322
1,501,id1,id501,6.721615
6,502,id8,id502,68.147494
3,503,id3,id503,59.675483
10,504,id6,id504,47.787289
9,505,id10,id505,31.796455
1,506,id2,id506,55.242705
3,507,id6,id507,93.736684
5,508,id6,id508,29.316164
9,509,id10,id509,34.301571
5,510,id3,id510,15.559125
9,511,id7,id511,23.242564
1,512,id2,id512,47.773729
7,513,id8,id513,27.323036
9,514,id8,id514,84.684533
6,515,id4,id515,31.377496
7,516,id7,id516,80.379718
10,517,id6,id517,76.54006
3,518,id10,id518,80.730554
7,519,id7,id519,68.016148
3,520,id2,id520,11.484171
3,521,id3,id521,37.363525
9,522,id2,id522,24.945051
7,523,id8,id523,38.462717
4,524,id7,id524,72.010962
1,525,id5,id525,46.408231
4,526,id9,id526,82.3297
5,527,id10,id527,38.274546
3,528,id2,id528,30.08204
5,529,id5,id529,81.765082
9,530,id8,id530,24.858047
2,531,id2,id531,88.867572
7,532,id3,id532,50.714694
4,533,id9,id533,63.497782
1,534,id10,id534,0.112623
10,535,id7,id535,75.800245
1,536,id6,id536,38.302276
3,537,id8,id537,30.092152
5,538,id8,id538,34.111581
9,539,id5,id539,57.048435
8,540,id1,id540,56.805084
6,541,id9,id541,53.701187
1,542,id1,id542,41.049967
8,543,id9,id543,51.889366
6,544,id1,id544,67.683758
5,545,id9,id545,63.141501
3,546,id10,id546,46.526403
1,547,id8,id547,29.596183
2,548,id5,id548,63.679517
4,549,id2,id549,63.464129
2,550,id2,id550,34.463585
4,551,id8,id551,79.302081
10,552,id1,id552,7.890469
8,553,id4,id553,75.029268
1,554,id7,id554,89.960585
8,555,id2,id555,68.909788
5,556,id8,id556,23.124188
4,557,id2,id557,14.940247
1,558,id8,id558,61.882681
8,559,id10,id559,55.687713
1,560,id1,id560,49.6331
5,561,id1,id561,16.86049
10,562,id2,id562,16.895105
9,563,id3,id563,20.797079
8,564,id3,id564,60.616526
5,565,id9,id565,7.34184
4,566,id6,id566,49.091657
5,567,id6,id567,49.338606
1,568,id4,id568,93.746204
1,569,id4,id569,84.079681
7,570,id7,id570,37.911955
9,571,id3,id571,52.115356
6,572,id8,id572,72.957607
9,573,id7,id573,2.275807
7,574,id2,id574,90.767661
3,575,id5,id575,2.909375
6,576,id2,id576,48.838697
7,577,id10,id577,77.855879
6,578,id9,id578,94.084072
8,579,id5,id579,7.09896
8,580,id7,id580,3.117381
1,581,id9,id581,69.921754
6,582,id3,id582,34.324154
2,583,id6,id583,34.393635
8,584,id4,id584,98.910051
3,585,id5,id585,90.018105
6,586,id10,id586,22.500333
8,587,id4,id587,31.36468
7,588,id6,id588,39.662576
7,589,id5,id589,95.331371
5,590,id3,id590,63.220103
3,591,id5,id591,12.371802
7,592,id8,id592,53.519088
10,593,id10,id593,36.591733
1,594,id7,id594,29.249731
3,595,id10,id595,37.174092
1,596,id8,id596,3.929306
8,597,id7,id597,91.87728
8,598,id9,id598,24.265486
3,599,id3,id599,23.225685
8,600,id10,id600,51.56706
7,601,id3,id601,19.865877
8,602,id8,id602,89.736654
4,603,id6,id603,36.135673
2,604,id4,id604,77.307694
7,605,id3,id605,57.630586
3,606,id3,id606,7.219779
6,607,id7,id607,58.805166
10,608,id5,id608,78.502646
10,609,id5,id609,57.557033
4,610,id9,id610,55.128689
5,611,id9,id611,85.823134
6,612,id9,id612,43.175713
8,613,id9,id613,82.307763
6,614,id6,id614,87.884499
1,615,id1,id615,11.720424
3,616,id7,id616,72.300198
1,617,id4,id617,45.432606
7,618,id6,id618,71.721472
9,619,id6,id619,21.413484
9,620,id6,id620,89.435212
2,621,id8,id621,57.601989
3,622,id4,id622,12.300939
5,623,id9,id623,18.814717
8,624,id7,id624,80.61843
2,625,id10,id625,12.754082
3,626,id3,id626,28.925421
5,627,id4,id627,44.623129
8,628,id7,id628,96.514443
4,629,id10,id629,28.044764
10,630,id7,id630,34.529831
9,631,id6,id631,50.960897
6,632,id5,id632,81.147468
2,633,id6,id633,64.548342
7,634,id7,id634,64.487353
6,635,id10,id635,25.535892
9,636,id9,id636,2.853978
9,637,id7,id637,41.908726
9,638,id10,id638,52.152607
3,639,id2,id639,19.904256
2,640,id1,id640,51.043289
5,641,id3,id641,41.951153
7,642,id4,id642,61.29685
5,643,id7,id643,58.850652
5,644,id10,id644,57.888044
1,645,id10,id645,27.15505
10,646,id5,id646,34.433915
6,647,id1,id647,60.194249
8,648,id3,id648,44.443102
8,649,id3,id649,28.097122
5,650,id2,id650,72.001119
8,651,id10,id651,75.511892
8,652,id4,id652,58.645273
6,653,id2,id653,65.847135
4,654,id6,id654,91.994452
5,655,id2,id655,5.777302
3,656,id8,id656,24.527468
3,657,id4,id657,64.936623
1,658,id8,id658,52.357138
1,659,id9,id659,21.375848
2,660,id4,id660,35.926525
1,661,id4,id661,33.583304
2,662,id6,id662,83.559885
9,663,id6,id663,71.93895
2,664,id6,id664,76.47975
3,665,id9,id665,58.071851
7,666,id9,id666,42.83667
10,667,id1,id667,62.698478
6,668,id3,id668,13.918333
8,669,id7,id669,33.842195
1,670,id8,id670,22.02646
9,671,id10,id671,37.690225
8,672,id7,id672,1.982908
6,673,id5,id673,57.388525
4,674,id7,id674,87.780613
1,675,id6,id675,5.847942
1,676,id5,id676,17.042451
8,677,id4,id677,79.631014
10,678,id5,id678,41.170778
10,679,id1,id679,38.777332
6,680,id7,id680,70.564443
8,681,id10,id681,15.717851
8,682,id10,id682,79.935753
8,683,id6,id683,17.076343
7,684,id5,id684,59.105324
4,685,id1,id685,61.312907
1,686,id2,id686,6.289743
1,687,id1,id687,75.492452
7,688,id4,id688,65.780294
8,689,id9,id689,30.155738
9,690,id7,id690,19.818424
6,691,id6,id691,3.845587
7,692,id3,id692,5.604836
6,693,id2,id693,13.575395
8,694,id8,id694,92.96654
8,695,id8,id695,49.78531
8,696,id8,id696,49.771017
5,697,id1,id697,6.846705
6,698,id5,id698,88.309621
10,699,id9,id699,93.463427
7,700,id5,id700,31.357404
8,701,id3,id701,63.311139
2,702,id8,id702,45.637274
8,703,id4,id703,35.830192
6,704,id7,id704,89.555881
9,705,id3,id705,2.623615
3,706,id1,id706,20.476506
5,707,id4,id707,26.807158
8,708,id7,id708,39.25295
1,709,id5,id709,38.432836
9,710,id6,id710,57.30556
8,711,id7,id711,46.798198
6,712,id9,id712,99.87133
6,713,id7,id713,43.676006
10,714,id3,id714,29.57276
9,715,id4,id715,38.028042
1,716,id7,id716,33.818759
2,717,id9,id717,33.938752
6,718,id8,id718,39.303543
10,719,id9,id719,73.797941
9,720,id5,id720,33.9234
8,721,id2,id721,70.051963
6,722,id2,id722,74.795439
9,723,id9,id723,50.262783
9,724,id6,id724,36.158683
6,725,id6,id725,7.245672
10,726,id3,id726,9.939328
4,727,id8,id727,9.325064
2,728,id4,id728,44.837736
10,729,id7,id729,22.290615
10,730,id10,id730,6.168562
3,731,id5,id731,51.280208
5,732,id9,id732,68.473147
3,733,id2,id733,67.271434
9,734,id5,id734,22.776399
8,735,id3,id735,2.339555
8,736,id5,id736,49.05404
10,737,id7,id737,63.355564
1,738,id8,id738,74.108174
8,739,id9,id739,84.80198
8,740,id1,id740,73.189754
6,741,id4,id741,97.886735
9,742,id8,id742,28.909078
7,743,id2,id743,86.500716
1,744,id9,id744,10.28688
6,745,id9,id745,84.726388
10,746,id1,id746,41.805286
1,747,id5,id747,67.808573
3,748,id4,id748,32.675521
2,749,id5,id749,19.630737
2,750,id9,id750,75.353961
7,751,id8,id751,99.376047
10,752,id5,id752,67.525662
9,753,id7,id753,72.510651
4,754,id6,id754,37.73001
6,755,id3,id755,33.041013
5,756,id8,id756,20.395975
3,757,id8,id757,37.712956
9,758,id4,id758,30.025474
3,759,id6,id759,67.810372
5,760,id3,id760,4.720707
5,761,id7,id761,97.167255
4,762,id9,id762,80.827209
6,763,id1,id763,46.399151
6,764,id2,id764,42.622711
10,765,id8,id765,68.689627
1,766,id4,id766,3.380151
5,767,id6,id767,20.824002
10,768,id3,id768,57.507296
7,769,id9,id769,24.689555
9,770,id2,id770,48.728729
1,771,id8,id771,37.727738
3,772,id6,id772,94.331222
4,773,id9,id773,19.569036
8,774,id4,id774,87.664724
9,775,id6,id775,23.202977
1,776,id10,id776,42.247641
10,777,id8,id777,50.914398
8,778,id7,id778,59.754771
3,779,id10,id779,61.46644
10,780,id9,id780,54.285822
8,781,id4,id781,10.735387
8,782,id5,id782,81.294888
4,783,id9,id783,88.833363
5,784,id2,id784,82.056761
6,785,id9,id785,70.430096
10,786,id3,id786,79.22966
3,787,id5,id787,67.054228
5,788,id7,id788,91.75967
4,789,id1,id789,50.894419
8,790,id10,id790,31.512375
6,791,id4,id791,38.307317
10,792,id8,id792,9.999559
4,793,id2,id793,55.308343
5,794,id5,id794,22.686512
7,795,id4,id795,60.019303
10,796,id5,id796,35.167242
4,797,id1,id797,73.748261
5,798,id2,id798,72.941856
9,799,id10,id799,37.391987
1,800,id9,id800,90.4093
9,801,id6,id801,31.964504
2,802,id4,id802,4.49317
2,803,id4,id803,12.975985
7,804,id5,id804,48.327058
2,805,id9,id805,3.473738
8,806,id6,id806,82.524235
7,807,id4,id807,98.363993
6,808,id4,id808,10.040356
8,809,id6,id809,69.771811
9,810,id7,id810,72.939035
9,811,id3,id811,6.993201
8,812,id4,id812,50.010528
10,813,id9,id813,18.819868
3,814,id9,id814,24.151752
4,815,id2,id815,89.057553
6,816,id9,id816,96.531959
10,817,id5,id817,43.822838
4,818,id7,id818,23.10208
4,819,id2,id819,40.048218
1,820,id4,id820,97.546349
2,821,id2,id821,96.63427
7,822,id7,id822,20.510866
10,823,id3,id823,66.448974
4,824,id8,id824,85.231036
7,825,id8,id825,88.374464
8,826,id7,id826,1.246838
2,827,id9,id827,19.250844
2,828,id6,id828,94.542426
5,829,id3,id829,95.904266
8,830,id2,id830,24.345587
8,831,id10,id831,78.896365
1,832,id4,id832,32.49772
5,833,id6,id833,36.129754
3,834,id9,id834,57.269195
5,835,id7,id835,37.934138
7,836,id5,id836,62.556689
3,837,id2,id837,78.29844
4,838,id4,id838,25.74254
8,839,id2,id839,91.364333
6,840,id4,id840,72.418381
1,841,id4,id841,7.125204
3,842,id3,id842,0.808282
5,843,id8,id843,27.991599
6,844,id3,id844,37.014007
9,845,id5,id845,92.150822
1,846,id7,id846,51.753831
1,847,id2,id847,12.788151
3,848,id10,id848,38.453725
4,849,id7,id849,97.789664
1,850,id7,id850,89.207199
10,851,id3,id851,55.04897
2,852,id9,id852,35.048388
3,853,id7,id853,41.512244
4,854,id6,id854,18.984936
4,855,id6,id855,55.643177
8,856,id8,id856,68.006979
3,857,id10,id857,24.608048
9,858,id9,id858,80.723759
7,859,id3,id859,58.931973
4,860,id5,id860,11.630402
4,861,id2,id861,35.751742
7,862,id5,id862,39.135787
9,863,id4,id863,86.817972
7,864,id7,id864,92.480796
3,865,id2,id865,17.762883
5,866,id6,id866,3.336984
3,867,id9,id867,36.341428
3,868,id1,id868,15.780803
5,869,id2,id869,52.156637
4,870,id8,id870,96.40673
1,871,id1,id871,26.946703
10,872,id3,id872,5.723261
2,873,id7,id873,61.430289
9,874,id5,id874,47.086642
1,875,id2,id875,35.417693
3,876,id5,id876,27.974506
4,877,id2,id877,6.289558
5,878,id5,id878,8.969746
8,879,id4,id879,18.838389
9,880,id9,id880,34.35774
4,881,id8,id881,89.659672
7,882,id9,id882,42.329244
6,883,id9,id883,84.745732
5,884,id6,id884,29.315048
3,885,id6,id885,1.509918
9,886,id1,id886,52.30505
2,887,id7,id887,90.744978
10,888,id9,id888,95.926299
6,889,id1,id889,96.165873
6,890,id5,id890,84.041703
7,891,id1,id891,22.311071
5,892,id4,id892,82.798427
6,893,id9,id893,99.879961
2,894,id10,id894,9.979388
3,895,id3,id895,8.035767
5,896,id2,id896,3.01776
10,897,id4,id897,8.694007
8,898,id9,id898,14.438826
2,899,id5,id899,18.75842
9,900,id8,id900,71.250347
9,901,id4,id901,89.931637
3,902,id8,id902,70.182086
7,903,id5,id903,25.757632
1,904,id3,id904,85.525612
3,905,id4,id905,79.70613
1,906,id4,id906,52.975003
1,907,id4,id907,65.484916
2,908,id8,id908,44.797997
7,909,id4,id909,77.499797
5,910,id2,id910,79.799315
10,911,id6,id911,98.925844
6,912,id4,id912,10.243274
10,913,id7,id913,96.90126
5,914,id7,id914,47.202308
1,915,id10,id915,92.589038
6,916,id7,id916,38.267404
1,917,id10,id917,29.928888
5,918,id6,id918,6.786031
10,919,id9,id919,31.506362
1,920,id6,id920,50.507637
1,921,id1,id921,16.063886
2,922,id8,id922,26.841122
7,923,id6,id923,70.047767
6,924,id8,id924,0.26687
3,925,id6,id925,36.034401
10,926,id3,id926,2.820197
7,927,id7,id927,52.176488
10,928,id8,id928,70.789578
5,929,id7,id929,56.128894
5,930,id4,id930,85.533255
1,931,id10,id931,56.246325
