id1,id2,id3,id4,id5,id6,v1,v2,v3
id060,id048,id0000000036,75,88,46,4,12,23.890354
id010,id053,id0000000040,48,47,91,1,5,5.261282
id023,id075,id0000000002,47,86,44,2,15,96.072338
id043,id067,id0000000055,92,14,50,2,1,69.866935
id046,id076,id0000000002,69,80,68,1,14,96.185995
id004,id095,id0000000040,95,96,76,5,9,93.704288
id012,id003,id0000000059,64,99,81,5,4,54.201803
id048,id007,id0000000060,30,57,59,3,1,15.715477
id095,id092,id0000000066,6,87,14,2,13,67.711926
id039,id050,id0000000006,82,24,79,3,15,87.1459
id048,id020,id0000000069,90,18,51,5,2,30.25066
id083,id073,id0000000003,9,21,54,2,6,78.006171
id092,id060,id0000000036,28,13,70,5,12,82.999104
id093,id095,id0000000029,78,72,38,5,6,47.485943
id052,id050,id0000000093,37,51,22,1,1,68.742243
id066,id037,id0000000067,81,69,48,5,1,69.077444
id009,id083,id0000000064,48,16,22,5,14,0.195718
id053,id012,id0000000067,49,5,24,2,7,84.040048
id042,id089,id0000000045,36,59,76,3,14,21.802598
id008,id059,id0000000007,27,98,29,5,13,7.476313
id005,id027,id0000000051,77,100,48,4,8,29.349517
id049,id031,id0000000001,66,56,53,2,1,66.387438
id056,id013,id0000000004,47,48,93,2,9,11.723364
id025,id012,id0000000070,8,84,16,5,7,60.339323
id082,id059,id0000000081,85,86,34,3,14,84.502968
id012,id057,id0000000086,49,26,38,1,13,64.884086
id019,id008,id0000000069,80,43,78,3,5,19.162095
id061,id070,id0000000044,37,18,50,2,2,95.564128
id044,id083,id0000000002,49,75,53,3,14,88.081087
id031,id094,id0000000072,83,52,73,1,5,15.165957
id028,id064,id0000000083,94,29,14,5,1,26.398403
id093,id032,id0000000014,77,89,18,1,7,5.239099
id092,id078,id0000000065,43,37,66,2,4,3.16651
id007,id100,id0000000050,59,87,79,5,8,8.298316
id070,id046,id0000000017,5,38,35,2,14,55.112948
id058,id076,id0000000063,77,36,6,4,9,85.072988
id079,id047,id0000000053,41,100,35,3,11,55.203495
id068,id013,id0000000013,89,62,11,5,11,87.40647
id082,id010,id0000000042,41,69,12,3,12,24.238135
id062,id014,id0000000045,54,17,38,2,12,0.457702
id076,id061,id0000000064,38,38,91,5,3,97.7154
id094,id071,id0000000035,14,5,31,4,13,79.148338
id039,id068,id0000000073,90,79,15,4,14,42.040939
id100,id054,id0000000011,40,18,87,5,10,86.071176
id096,id091,id0000000081,74,20,49,4,15,27.208955
id032,id077,id0000000030,12,37,73,5,5,56.214605
id089,id090,id0000000011,17,83,89,2,7,95.421274
id017,id014,id0000000037,61,33,7,5,15,82.670477
id044,id065,id0000000041,45,9,43,4,15,90.747415
id064,id035,id0000000020,30,6,10,5,8,78.324092
id026,id081,id0000000007,2,52,69,5,5,73.686496
id056,id056,id0000000068,68,13,38,5,12,56.442964
id030,id099,id0000000065,36,30,4,5,12,65.967216
id053,id017,id0000000088,17,45,14,3,4,23.138153
id007,id021,id0000000099,40,46,88,1,2,68.01037
id073,id080,id0000000013,79,3,23,5,2,40.073135
id068,id055,id0000000014,41,89,23,3,6,34.541083
id022,id039,id0000000043,11,89,63,4,14,45.109557
id020,id048,id0000000050,4,9,55,3,4,48.848974
id041,id056,id0000000099,45,12,87,5,5,12.982961
id073,id085,id0000000065,12,99,67,2,2,0.406926
id054,id052,id0000000049,83,61,89,2,5,83.222524
id095,id074,id0000000050,27,64,90,3,11,36.69995
id058,id063,id0000000039,11,78,92,2,4,28.160758
id009,id100,id0000000089,14,91,55,4,14,72.674064
id089,id014,id0000000016,75,45,3,5,3,3.948497
id038,id035,id0000000059,82,87,21,2,15,65.927233
id075,id069,id0000000060,84,7,15,3,12,47.182216
id091,id018,id0000000035,67,12,52,1,10,36.830346
id026,id084,id0000000053,44,96,44,5,2,96.394143
id009,id049,id0000000067,43,7,29,1,4,9.46835
id054,id070,id0000000080,25,41,42,3,9,63.433534
id082,id011,id0000000098,27,50,13,3,6,73.701352
id072,id050,id0000000024,87,93,34,2,10,48.525682
id026,id032,id0000000004,23,7,48,1,15,61.627804
id097,id031,id0000000064,19,77,70,1,8,69.780062
id025,id070,id0000000054,35,3,61,5,1,58.354675
id077,id088,id0000000046,5,53,95,3,11,97.150052
id005,id037,id0000000060,64,65,32,2,7,34.109892
id067,id008,id0000000020,77,13,74,2,1,26.599503
id036,id017,id0000000037,88,62,68,2,6,44.43828
id085,id055,id0000000075,87,32,96,3,5,77.985969
id032,id021,id0000000079,35,12,58,5,3,76.87438
id019,id087,id0000000048,93,2,71,5,3,95.845022
id048,id065,id0000000004,81,66,21,5,11,87.270707
id051,id071,id0000000067,63,10,40,1,5,36.409243
id030,id014,id0000000020,17,87,35,1,12,8.32289
id005,id002,id0000000033,20,72,25,4,5,43.158253
id058,id047,id0000000006,75,83,40,1,6,57.112147
id064,id062,id0000000024,69,98,46,2,1,69.312156
id013,id032,id0000000086,18,62,64,1,10,85.798816
id045,id013,id0000000096,56,40,86,5,5,67.093931
id002,id025,id0000000074,15,21,90,1,14,2.252951
id017,id100,id0000000025,38,57,17,4,5,54.598553
id023,id032,id0000000077,37,30,55,3,13,12.030011
id056,id061,id0000000033,15,13,64,3,1,27.698141
id054,id003,id0000000094,71,19,84,2,5,24.135132
id043,id066,id0000000039,4,17,91,3,12,89.207012
id039,id042,id0000000054,28,26,61,3,12,77.779127
id045,id010,id0000000090,46,19,18,2,8,92.328934
id033,id036,id0000000072,59,98,24,3,11,34.499528
id064,id099,id0000000061,15,22,61,5,7,48.112975
id032,id086,id0000000059,18,99,60,5,9,30.620416
id028,id046,id0000000044,74,5,21,2,15,52.484995
id015,id055,id0000000069,58,87,8,5,15,1.666903
id058,id004,id0000000002,66,55,68,2,6,59.007417
id006,id059,id0000000038,67,63,83,2,8,34.676366
id075,id065,id0000000094,51,61,17,1,14,30.233756
id045,id090,id0000000012,2,96,69,4,10,66.843659
id095,id015,id0000000087,8,48,18,2,3,42.274766
id051,id082,id0000000067,68,55,42,1,14,34.695933
id018,id038,id0000000068,58,17,70,3,9,21.131589
id069,id092,id0000000005,15,82,8,4,13,27.652458
id021,id033,id0000000023,73,40,99,3,14,20.628068
id031,id097,id0000000084,83,94,9,3,1,71.67244
id054,id017,id0000000086,83,81,8,1,5,94.407213
id065,id022,id0000000075,9,79,78,2,6,86.874639
id020,id004,id0000000087,61,38,52,3,7,93.663504
id012,id033,id0000000055,40,49,71,4,14,82.067281
id061,id032,id0000000057,38,1,71,5,6,95.690538
id044,id037,id0000000059,92,40,4,2,2,50.612365
id089,id066,id0000000025,42,16,33,2,14,7.009595
id009,id036,id0000000065,59,5,27,1,12,57.081328
id046,id053,id0000000004,96,61,25,3,15,17.73326
id067,id016,id0000000082,84,81,93,5,5,42.015893
id053,id066,id0000000065,17,100,65,4,8,40.800626
id078,id085,id0000000026,76,20,11,5,2,25.758344
id083,id038,id0000000061,31,11,61,5,5,23.828907
id045,id053,id0000000037,71,49,39,1,15,77.421971
id092,id074,id0000000063,11,68,79,1,5,40.289391
id087,id020,id0000000080,23,44,60,5,10,64.530953
id087,id092,id0000000081,94,27,63,3,1,30.300265
id083,id072,id0000000087,34,17,23,5,8,94.45275
id047,id024,id0000000061,4,34,80,5,5,24.955587
id077,id097,id0000000081,54,9,11,4,13,26.947258
id027,id006,id0000000003,21,95,80,4,2,83.512763
id055,id063,id0000000091,87,62,56,1,10,94.637349
id028,id097,id0000000089,72,87,67,2,15,54.872179
id005,id031,id0000000039,2,84,26,3,14,38.581366
id030,id069,id0000000064,98,33,6,2,10,2.795458
id042,id067,id0000000066,2,15,49,1,5,45.198111
id046,id067,id0000000056,58,3,53,4,3,57.671648
id024,id075,id0000000018,7,97,72,3,1,3.094546
id086,id027,id0000000044,52,71,16,5,4,89.179352
id096,id089,id0000000048,86,90,41,3,1,8.869138
id002,id095,id0000000023,64,45,2,3,7,81.263585
id066,id028,id0000000086,9,32,50,3,13,46.7666
id100,id076,id0000000046,54,98,23,2,3,43.021476
id057,id074,id0000000086,70,51,98,2,7,73.683111
id019,id017,id0000000002,99,11,26,3,4,63.455071
id003,id048,id0000000095,3,19,90,1,13,66.459593
id018,id075,id0000000059,18,82,29,4,10,84.23181
id015,id054,id0000000100,86,64,98,2,6,54.218404
id039,id046,id0000000092,100,2,44,3,2,70.815304
id027,id047,id0000000001,17,81,67,5,2,88.374385
id045,id006,id0000000068,40,68,21,2,14,89.628668
id072,id011,id0000000064,41,73,74,4,1,83.21715
id027,id090,id0000000014,64,9,13,2,9,34.442467
id027,id092,id0000000004,40,36,81,1,6,68.61922
id054,id053,id0000000082,56,83,89,4,9,37.69795
id092,id009,id0000000002,69,52,96,3,13,18.534036
id048,id014,id0000000032,40,37,80,2,15,13.149737
id030,id006,id0000000028,59,60,41,3,6,46.298117
id065,id092,id0000000069,56,68,56,5,12,32.767725
id021,id061,id0000000006,30,90,61,3,2,40.287981
id066,id058,id0000000008,61,21,19,3,13,10.703762
id070,id036,id0000000055,99,2,20,1,13,94.464904
id097,id070,id0000000031,31,70,93,2,8,4.075166
id028,id049,id0000000077,16,92,9,4,4,36.508933
id094,id071,id0000000035,46,29,97,5,8,26.002138
id033,id067,id0000000062,19,41,60,3,7,62.8176
id047,id023,id0000000065,68,32,82,5,3,33.008591
id067,id083,id0000000021,42,69,33,4,8,90.911409
id091,id034,id0000000024,47,42,76,4,2,65.539436
id084,id007,id0000000011,73,79,42,1,4,39.897989
id027,id025,id0000000016,82,53,43,3,7,89.514314
id069,id068,id0000000064,56,68,14,3,2,12.087865
id097,id074,id0000000040,6,60,56,2,13,37.58258
id071,id020,id0000000015,47,4,72,1,13,41.547302
id044,id095,id0000000061,61,32,27,1,14,69.941308
id022,id008,id0000000035,12,92,26,2,3,9.395176
id029,id084,id0000000021,9,98,18,4,10,94.061939
id036,id043,id0000000058,36,30,68,3,10,1.39603
id046,id044,id0000000017,53,63,23,1,4,14.1287
id071,id004,id0000000095,87,43,44,2,13,34.197163
id039,id053,id0000000068,40,37,4,4,11,66.411953
id052,id038,id0000000081,5,70,78,1,14,2.396874
id092,id041,id0000000055,29,15,76,1,11,87.585396
id069,id097,id0000000089,38,50,7,3,10,69.842723
id016,id087,id0000000043,47,76,63,4,2,67.563119
id030,id065,id0000000022,25,61,31,5,6,88.019087
id044,id079,id0000000047,46,79,27,5,6,50.887997
id027,id044,id0000000078,31,91,7,2,2,84.579269
id030,id085,id0000000037,70,13,59,3,10,94.073232
id026,id029,id0000000016,25,49,88,1,3,57.236238
id093,id096,id0000000033,73,95,98,5,9,8.530298
id073,id075,id0000000029,85,9,98,5,8,11.983037
id004,id099,id0000000015,18,32,64,1,9,18.769377
id010,id056,id0000000082,63,91,89,5,12,68.746564
id056,id027,id0000000095,93,73,27,4,10,52.826692
id024,id081,id0000000017,2,5,70,2,13,53.969425
id081,id052,id0000000049,37,46,24,4,5,31.567863
id029,id047,id0000000077,28,17,9,3,2,87.657503
id089,id075,id0000000089,8,14,4,2,13,79.323151
id085,id086,id0000000084,28,41,42,4,11,17.943008
id052,id055,id0000000070,84,27,60,3,5,24.045311
id061,id084,id0000000022,88,37,60,4,7,58.264239
id077,id010,id0000000092,65,81,51,5,7,46.980185
id080,id024,id0000000005,7,19,90,3,1,89.80005
id062,id029,id0000000056,80,45,22,5,9,26.75516
id035,id032,id0000000057,13,63,48,5,6,47.396605
id061,id019,id0000000094,50,39,94,4,13,47.759458
id084,id084,id0000000007,57,22,72,1,14,77.719718
id018,id054,id0000000081,24,40,41,5,4,86.352974
id001,id036,id0000000033,22,14,98,5,8,16.599013
id066,id078,id0000000026,87,77,24,5,12,81.67516
id029,id073,id0000000067,76,6,25,4,13,54.692655
id043,id077,id0000000010,61,16,78,1,2,63.111842
id052,id019,id0000000078,46,25,19,4,10,17.960984
id072,id092,id0000000090,24,46,18,3,15,18.170896
id090,id044,id0000000098,69,53,88,5,3,41.360625
id025,id043,id0000000098,98,64,39,3,10,26.976927
id036,id067,id0000000085,89,39,70,1,6,42.095432
id097,id043,id0000000025,69,29,98,3,1,73.051662
id004,id033,id0000000076,63,87,41,4,2,5.017662
id037,id006,id0000000056,35,53,52,1,2,2.228861
id100,id073,id0000000015,37,71,17,3,6,98.824199
id014,id020,id0000000068,30,81,53,3,6,72.294322
id079,id034,id0000000091,2,44,36,1,15,48.456945
id006,id082,id0000000038,62,79,63,2,7,91.797773
id063,id010,id0000000044,59,47,81,2,8,80.279274
id096,id072,id0000000046,59,97,62,4,8,57.521708
id005,id079,id0000000070,13,22,13,2,15,23.401867
id086,id069,id0000000074,37,18,98,2,1,27.270567
id020,id001,id0000000081,14,68,40,1,9,8.3571
id055,id082,id0000000032,67,89,73,4,4,24.769356
id052,id071,id0000000040,24,3,31,5,14,61.531475
id006,id001,id0000000014,3,65,22,5,10,89.666884
id013,id081,id0000000067,3,83,35,3,14,22.241902
id056,id061,id0000000099,28,75,54,4,2,14.137158
id021,id050,id0000000055,66,88,83,1,14,13.327711
id066,id079,id0000000013,9,96,29,1,7,75.636658
id053,id049,id0000000074,63,7,24,3,15,62.195903
id090,id025,id0000000056,27,65,43,1,12,97.737564
id056,id019,id0000000039,1,51,53,5,10,96.81098
id087,id020,id0000000011,62,48,88,5,11,49.431155
id029,id068,id0000000007,64,69,19,1,7,96.836553
id015,id012,id0000000081,17,41,20,5,6,98.288783
id021,id025,id0000000045,77,100,59,5,9,2.610144
id043,id081,id0000000087,50,3,85,2,11,53.709639
id091,id063,id0000000074,46,30,37,1,11,89.206906
id052,id055,id0000000063,92,60,73,2,11,1.410461
id054,id030,id0000000062,47,8,47,3,11,60.743733
id036,id040,id0000000082,89,72,32,5,14,46.144663
id055,id055,id0000000082,38,29,35,1,3,19.265719
id040,id075,id0000000024,29,70,99,4,11,83.287413
id038,id021,id0000000012,26,41,61,3,12,97.02772
id049,id044,id0000000072,25,53,52,1,6,60.175197
id050,id088,id0000000092,24,17,41,4,9,90.966317
id033,id036,id0000000008,84,12,85,3,11,25.433289
id037,id010,id0000000054,2,21,31,3,15,57.688943
id030,id048,id0000000072,11,9,44,4,14,53.513835
id013,id081,id0000000094,98,43,47,1,4,25.204768
id100,id017,id0000000097,27,93,60,4,10,60.045794
id029,id044,id0000000002,56,89,86,4,12,82.895755
id063,id013,id0000000100,84,49,45,1,5,14.547009
id087,id022,id0000000048,15,82,23,3,5,17.485085
id025,id042,id0000000070,11,14,74,3,6,78.607837
id024,id016,id0000000031,68,60,1,2,4,38.387842
id027,id046,id0000000100,41,4,65,3,11,77.130021
id098,id098,id0000000001,93,68,42,1,14,78.914388
id064,id080,id0000000021,26,39,47,1,14,55.493013
id060,id059,id0000000074,11,17,92,3,1,49.224189
id010,id047,id0000000048,44,83,99,3,8,57.329006
id018,id015,id0000000077,77,61,1,3,8,26.149616
id100,id009,id0000000050,67,97,61,4,12,21.868007
id032,id093,id0000000098,3,24,89,4,14,77.908193
id059,id092,id0000000001,61,47,60,2,15,69.75719
id036,id078,id0000000086,58,75,19,1,6,99.068308
id024,id061,id0000000091,72,41,8,5,9,63.255718
id091,id083,id0000000093,31,56,38,4,13,90.084829
id007,id077,id0000000058,70,50,40,5,9,65.822405
id076,id024,id0000000077,71,92,40,1,4,44.20733
id100,id043,id0000000073,41,73,51,1,12,24.752626
id078,id008,id0000000010,76,51,39,2,12,70.517387
id089,id012,id0000000065,51,10,40,5,13,43.251013
id006,id041,id0000000026,77,40,62,5,5,78.257931
id055,id051,id0000000073,79,5,74,1,11,90.971811
id001,id008,id0000000100,54,68,86,1,3,51.506171
id010,id062,id0000000075,18,48,62,3,3,50.618622
id068,id058,id0000000009,79,32,68,1,11,25.279018
id009,id061,id0000000070,36,36,26,2,5,2.70261
id029,id030,id0000000093,70,4,7,1,6,46.472255
id038,id004,id0000000036,48,95,83,4,14,86.713818
id039,id027,id0000000060,51,46,93,4,6,9.218912
id043,id053,id0000000018,96,67,2,5,7,92.657435
id035,id083,id0000000009,3,56,65,3,12,81.13751
id033,id063,id0000000015,49,35,50,5,14,4.036385
id004,id037,id0000000009,99,7,70,4,9,28.137075
id073,id015,id0000000084,79,29,78,5,14,51.771266
id089,id081,id0000000065,70,45,15,4,5,31.739035
id015,id080,id0000000093,47,94,70,3,8,83.154721
id098,id020,id0000000086,56,24,20,5,7,20.643513
id095,id016,id0000000076,54,52,68,4,6,63.950814
id059,id072,id0000000021,87,74,19,1,4,13.069472
id077,id024,id0000000002,90,24,95,2,6,39.49704
id033,id072,id0000000027,85,56,90,5,2,13.322277
id067,id020,id0000000085,58,18,22,1,12,89.613819
id017,id098,id0000000046,39,1,12,4,8,45.764983
id055,id077,id0000000035,46,12,93,3,8,42.368753
id091,id028,id0000000090,49,81,41,4,8,68.317444
id009,id042,id0000000013,18,78,78,1,7,18.342067
id012,id049,id0000000050,16,73,25,1,13,94.93211
id038,id051,id0000000014,63,17,89,4,5,16.642503
id092,id053,id0000000045,28,99,58,2,15,80.730601
id024,id079,id0000000044,45,63,12,5,4,4.678007
id035,id028,id0000000073,60,53,94,2,10,89.484122
id100,id087,id0000000081,9,8,57,2,13,98.152269
id014,id090,id0000000068,93,29,67,5,11,84.070458
id028,id069,id0000000041,70,65,37,5,13,13.26076
id009,id081,id0000000036,18,65,58,5,11,85.512086
id084,id014,id0000000054,99,92,84,2,13,69.32415
id077,id041,id0000000066,77,85,38,4,13,89.02885
id058,id070,id0000000097,84,92,39,5,15,33.49606
id047,id011,id0000000074,55,12,36,2,14,35.507924
id063,id095,id0000000058,14,46,65,4,10,97.340699
id076,id008,id0000000069,90,21,63,3,8,12.414894
id086,id045,id0000000018,34,5,9,3,13,20.372532
id018,id085,id0000000064,1,68,36,1,13,83.304089
id046,id029,id0000000005,95,25,33,4,10,80.971809
id089,id089,id0000000081,46,94,6,2,13,71.91339
id010,id009,id0000000026,16,35,49,1,7,9.285218
id100,id068,id0000000069,87,97,34,1,10,32.167278
id008,id008,id0000000003,27,83,47,3,10,93.924919
id055,id099,id0000000052,18,56,78,3,5,35.950475
id068,id093,id0000000050,20,99,15,5,13,40.416488
id054,id091,id0000000090,50,10,38,5,13,25.083875
id002,id017,id0000000065,10,10,37,4,1,68.181405
id038,id002,id0000000084,53,1,88,1,8,78.381759
id010,id082,id0000000100,22,9,64,3,8,35.791974
id006,id049,id0000000089,35,76,20,2,4,80.431404
id049,id079,id0000000016,59,3,30,2,14,24.875507
id073,id067,id0000000044,59,55,59,3,11,40.918045
id025,id072,id0000000081,98,86,77,3,14,19.618513
id052,id020,id0000000043,39,86,65,2,14,54.038349
id061,id015,id0000000088,42,91,70,3,7,68.509438
id034,id061,id0000000060,78,96,44,1,12,88.75277
id099,id071,id0000000019,96,88,93,4,6,63.504273
id040,id044,id0000000066,59,51,80,1,2,71.969474
id079,id037,id0000000001,10,55,3,1,5,28.974541
id027,id004,id0000000064,76,36,20,4,10,55.673889
id045,id086,id0000000027,74,79,74,5,1,18.945051
id077,id061,id0000000010,82,67,44,1,1,15.913468
id049,id016,id0000000099,33,60,90,1,1,16.382308
id063,id023,id0000000093,62,74,72,4,1,30.090139
id084,id057,id0000000097,56,59,57,1,11,68.894684
id048,id054,id0000000056,45,71,71,4,7,18.767594
id022,id096,id0000000071,26,7,83,5,1,55.707947
id081,id045,id0000000057,70,66,17,3,7,92.218768
id025,id096,id0000000005,70,78,58,4,13,59.541383
id002,id021,id0000000016,69,85,89,4,1,13.572717
id041,id080,id0000000011,51,73,97,3,6,22.156375
id045,id033,id0000000019,90,42,65,1,5,89.106111
id077,id081,id0000000052,24,41,1,5,1,97.66352
id005,id045,id0000000092,88,76,25,3,15,47.734492
id040,id015,id0000000074,53,59,13,1,13,10.594496
id063,id078,id0000000083,15,22,98,1,4,73.78249
id074,id061,id0000000080,6,83,15,4,9,29.947515
id023,id010,id0000000092,1,67,97,5,3,84.786494
id098,id007,id0000000010,7,18,3,4,13,45.137989
id012,id088,id0000000004,25,58,78,4,12,41.205755
id044,id007,id0000000015,98,26,2,1,10,82.545067
id020,id098,id0000000016,14,77,52,2,15,69.412696
id073,id038,id0000000017,1,13,5,3,9,72.080144
id099,id049,id0000000049,80,22,49,3,14,18.030894
id014,id083,id0000000025,30,9,9,5,9,37.219934
id015,id031,id0000000076,41,67,51,5,4,1.606621
id046,id016,id0000000027,24,83,56,5,4,64.444496
id065,id091,id0000000091,81,56,84,4,14,98.088945
id054,id013,id0000000056,56,4,58,4,10,88.111067
id095,id004,id0000000090,27,93,96,4,6,33.717946
id038,id097,id0000000041,60,79,72,5,13,68.650641
id041,id085,id0000000074,91,31,28,1,7,74.859281
id043,id060,id0000000072,77,35,65,4,2,5.949542
